IX,width_m,length_m
17,236.469,4063.184
17,604.496,4063.184
17,612.255,4063.184
17,597.328,4063.184
17,476.717,4063.184
17,860.022,4063.184
17,830.138,4063.184
17,602.466,4063.184
17,612.256,4063.184
18,727.449,8316.887
18,707.788,8316.887
18,668.466,8316.887
18,344.063,8316.887
18,2630.955,8316.887
18,2633.397,8316.887
18,2581.79,8316.887
18,2473.641,8316.887
18,2662.949,8316.887
18,2665.149,8316.887
18,2597.475,8316.887
18,2705.773,8316.887
18,2240.327,8316.887
18,2171.02,8316.887
18,2279.679,8316.887
18,2331.825,8316.887
18,2473.652,8316.887
18,2394.189,8316.887
18,2342.973,8316.887
18,2276.283,8316.887
18,1834.113,8316.887
18,1901.226,8316.887
18,1975.932,8316.887
18,1887.456,8316.887
18,2169.468,8316.887
18,2247.938,8316.887
18,2268.958,8316.887
18,2207.298,8316.887
18,2434.163,8316.887
18,2200.839,8316.887
18,2161.825,8316.887
18,2169.47,8316.887
18,2394.694,8316.887
18,2368.378,8316.887
18,2383.866,8316.887
18,2376.092,8316.887
18,2051.431,8316.887
18,2075.378,8316.887
18,2105.245,8316.887
18,2217.007,8316.887
18,2089.277,8316.887
18,2119.016,8316.887
18,1992.399,8316.887
18,1986.827,8316.887
18,1714.971,8316.887
18,1753.516,8316.887
18,1803.617,8316.887
18,1918.61,8316.887
18,1638.459,8316.887
18,1710.523,8316.887
18,1705.944,8316.887
18,2333.877,8316.887
18,2412.285,8316.887
18,2513.126,8316.887
18,2494.746,8316.887
18,2197.344,8316.887
18,2243.283,8316.887
18,2258.041,8316.887
18,2302.603,8316.887
18,2447.344,8316.887
18,2268.511,8316.887
18,2154.734,8316.887
18,2157.871,8316.887
18,2302.611,8316.887
18,2416.995,8316.887
18,2415.493,8316.887
18,2381.555,8316.887
18,1081.346,8316.887
18,1042.024,8316.887
18,992.871,8316.887
18,963.379,8316.887
18,1242.508,8316.887
18,1140.331,8316.887
18,1159.991,8316.887
18,1081.347,8316.887
18,1563.045,8316.887
18,1454.909,8316.887
18,1445.077,8316.887
18,1356.602,8316.887
18,1828.472,8316.887
18,1818.64,8316.887
18,1818.639,8316.887
18,1720.333,8316.887
18,108.134,8316.887
19,559.322,1947.271
19,517.891,1947.271
19,507.532,1947.271
19,479.587,1947.271
19,631.828,1947.271
19,625.454,1947.271
19,600.754,1947.271
19,600.754,1947.271
19,476.462,1947.271
19,476.462,1947.271
19,580.04,1947.271
19,618.889,1947.271
19,300.379,1947.271
19,352.168,1947.271
19,427.232,1947.271
19,77.413,1947.271
19,476.458,1947.271
19,424.169,1947.271
19,393.419,1947.271
19,244.623,1947.271
20,704.356,2819.74
20,691.222,2819.74
20,588.859,2819.74
20,581.503,2819.74
20,902.607,2819.74
20,837.114,2819.74
20,754.023,2819.74
20,724.138,2819.74
20,1042.324,2819.74
20,1053.295,2819.74
20,1053.294,2819.74
20,1002.012,2819.74
20,919.021,2819.74
20,1042.325,2819.74
20,1075.24,2819.74
20,76.802,2819.74
20,32.915,2819.74
20,372.394,2819.74
20,175.547,2819.74
20,164.575,2819.74
20,131.66,2819.74
20,471.784,2819.74
20,469.781,2819.74
20,460.812,2819.74
20,438.868,2819.74
20,592.474,2819.74
20,564.033,2819.74
20,526.643,2819.74
20,504.7,2819.74
21,435.906,3140.493
21,455.719,3140.493
21,445.812,3140.493
21,425.998,3140.493
21,465.628,3140.493
21,465.628,3140.493
21,445.813,3140.493
21,445.813,3140.493
21,505.257,3140.493
21,485.443,3140.493
21,485.442,3140.493
21,479.985,3140.493
21,564.7,3140.493
21,544.886,3140.493
21,542.83,3140.493
21,336.833,3140.493
21,307.112,3140.493
21,49.534,3140.493
21,287.298,3140.493
21,267.484,3140.493
21,366.554,3140.493
21,396.275,3140.493
21,377.488,3140.493
21,367.438,3140.493
21,406.183,3140.493
21,307.114,3140.493
21,287.3,3140.493
21,342.69,3140.493
21,416.091,3140.493
21,455.718,3140.493
21,465.625,3140.493
21,465.625,3140.493
22,438.604,2811.047
22,428.635,2811.047
22,418.667,2811.047
22,398.73,2811.047
22,458.542,2811.047
22,468.51,2811.047
22,448.573,2811.047
22,448.573,2811.047
22,428.638,2811.047
22,418.669,2811.047
22,418.669,2811.047
22,448.574,2811.047
22,388.765,2811.047
22,408.702,2811.047
22,418.67,2811.047
22,299.045,2811.047
22,9.968,2811.047
22,428.632,2811.047
22,408.696,2811.047
22,368.823,2811.047
22,328.95,2811.047
22,468.506,2811.047
22,528.315,2811.047
22,548.251,2811.047
22,468.506,2811.047
22,388.762,2811.047
22,388.761,2811.047
22,428.634,2811.047
22,438.602,2811.047
23,671.059,4631.821
23,740.232,4631.821
23,772.91,4631.821
23,780.78,4631.821
23,289.842,4631.821
23,370.354,4631.821
23,458.555,4631.821
23,570.095,4631.821
23,196.672,4631.821
23,177.126,4631.821
23,198.294,4631.821
23,223.081,4631.821
23,223.081,4631.821
23,209.331,4631.821
23,198.294,4631.821
23,520.52,4631.821
23,500.877,4631.821
23,441.95,4631.821
23,471.413,4631.821
23,746.407,4631.821
23,697.301,4631.821
23,658.016,4631.821
23,589.268,4631.821
23,765.875,4631.821
23,827.764,4631.821
23,867.53,4631.821
23,844.977,4631.821
23,840.456,4631.821
23,819.06,4631.821
23,780.779,4631.821
23,780.778,4631.821
23,412.483,4631.821
23,422.304,4631.821
23,392.84,4631.821
23,157.136,4631.821
23,402.663,4631.821
23,402.663,4631.821
23,412.484,4631.821
23,402.662,4631.821
23,451.769,4631.821
23,451.769,4631.821
23,432.127,4631.821
23,412.484,4631.821
23,491.055,4631.821
23,510.697,4631.821
23,491.054,4631.821
23,481.233,4631.821
24,875.717,3663.648
24,852.487,3663.648
24,832.189,3663.648
24,809.936,3663.648
24,974.273,3663.648
24,1019.449,3663.648
24,974.272,3663.648
24,923.528,3663.648
24,943.829,3663.648
24,943.829,3663.648
24,933.68,3663.648
24,933.679,3663.648
24,786.148,3663.648
24,355.198,3663.648
24,845.986,3663.648
24,263.861,3663.648
24,893.086,3663.648
24,710.399,3663.648
24,679.953,3663.648
24,456.684,3663.648
24,608.913,3663.648
24,426.238,3663.648
24,517.576,3663.648
24,395.792,3663.648
24,730.698,3663.648
24,405.941,3663.648
24,730.697,3663.648
24,716.398,3663.648
24,700.251,3663.648
24,700.254,3663.648
24,704.751,3663.648
24,740.847,3663.648
24,750.996,3663.648
24,750.797,3663.648
24,690.107,3663.648
24,679.958,3663.648
24,659.66,3663.648
25,1110.055,2425.628
25,1059.938,2425.628
25,1049.746,2425.628
25,1029.362,2425.628
25,1070.133,2425.628
25,1110.9,2425.628
25,1131.282,2425.628
25,1141.473,2425.628
25,815.342,2425.628
25,876.492,2425.628
25,927.45,2425.628
25,1029.367,2425.628
25,601.316,2425.628
25,672.658,2425.628
25,764.383,2425.628
25,377.091,2425.628
25,143.232,2425.628
25,713.417,2425.628
25,679.85,2425.628
25,601.308,2425.628
25,529.966,2425.628
25,1008.978,2425.628
25,937.635,2425.628
25,879.872,2425.628
25,845.909,2425.628
26,3025.015,7611.667
26,2936.619,7611.667
26,2779.474,7611.667
26,2681.258,7611.667
26,3113.416,7611.667
26,3142.878,7611.667
26,3103.59,7611.667
26,3074.124,7611.667
26,3290.211,7611.667
26,3250.923,7611.667
26,3241.099,7611.667
26,3152.704,7611.667
26,3624.152,7611.667
26,3624.15,7611.667
26,3506.289,7611.667
26,3388.428,7611.667
26,2033.025,7611.667
26,1905.346,7611.667
26,1797.31,7611.667
26,1649.988,7611.667
26,2249.101,7611.667
26,2170.528,7611.667
26,2101.777,7611.667
26,2072.312,7611.667
26,2455.357,7611.667
26,2445.534,7611.667
26,2357.139,7611.667
26,2327.674,7611.667
26,2612.506,7611.667
26,2573.219,7611.667
26,2514.288,7611.667
26,2504.465,7611.667
26,3103.649,7611.667
26,3133.112,7611.667
26,3152.753,7611.667
26,3152.751,7611.667
26,2475.068,7611.667
26,2553.64,7611.667
26,2661.677,7611.667
26,2966.147,7611.667
26,2229.531,7611.667
26,2317.925,7611.667
26,2347.389,7611.667
26,2396.496,7611.667
26,2052.744,7611.667
26,2121.495,7611.667
26,2150.958,7611.667
26,3447.373,7611.667
26,3427.727,7611.667
26,3506.298,7611.667
26,3614.333,7611.667
26,3938.461,7611.667
26,3771.492,7611.667
26,3722.381,7611.667
26,3653.628,7611.667
26,3692.931,7611.667
26,3928.647,7611.667
26,4056.326,7611.667
26,4085.788,7611.667
26,3192.036,7611.667
26,3290.25,7611.667
26,3457.216,7611.667
26,3545.608,7611.667
26,304.46,7611.667
26,49.106,7611.667
26,883.917,7611.667
26,716.955,7611.667
26,589.277,7611.667
26,451.779,7611.667
26,1257.13,7611.667
26,1109.809,7611.667
26,1041.059,7611.667
26,942.846,7611.667
26,1581.238,7611.667
26,1492.845,7611.667
26,1345.523,7611.667
26,1266.952,7611.667
27,1797.379,4773.328
27,1826.843,4773.328
27,2052.742,4773.328
27,2121.493,4773.328
27,1325.939,4773.328
27,1551.838,4773.328
27,1689.342,4773.328
27,1767.915,4773.328
27,1149.15,4773.328
27,1109.862,4773.328
27,1090.218,4773.328
27,1149.148,4773.328
27,913.428,4773.328
27,1011.646,4773.328
27,1178.616,4773.328
27,2160.762,4773.328
27,2062.544,4773.328
27,1993.791,4773.328
27,1895.574,4773.328
27,2406.309,4773.328
27,2445.594,4773.328
27,2455.414,4773.328
27,2298.266,4773.328
27,2327.741,4773.328
27,2337.562,4773.328
27,2386.669,4773.328
27,2425.954,4773.328
27,2101.848,4773.328
27,2190.242,4773.328
27,2219.706,4773.328
27,2298.278,4773.328
27,589.293,4773.328
27,559.828,4773.328
27,530.363,4773.328
27,402.683,4773.328
27,1149.124,4773.328
27,844.654,4773.328
27,726.795,4773.328
27,618.758,4773.328
27,1551.812,4773.328
27,1541.989,4773.328
27,1483.059,4773.328
27,1306.27,4773.328
27,1846.464,4773.328
27,1797.355,4773.328
27,1708.96,4773.328
27,1640.207,4773.328
27,225.895,4773.328
28,650.407,2621.333
28,650.406,2621.333
28,640.551,2621.333
28,650.406,2621.333
28,699.682,2621.333
28,689.827,2621.333
28,670.117,2621.333
28,660.262,2621.333
28,719.393,2621.333
28,709.538,2621.333
28,699.683,2621.333
28,699.682,2621.333
28,561.719,2621.333
28,640.556,2621.333
28,679.975,2621.333
28,650.402,2621.333
28,571.565,2621.333
28,315.346,2621.333
28,197.091,2621.333
28,689.822,2621.333
28,679.967,2621.333
28,670.112,2621.333
28,670.111,2621.333
28,670.114,2621.333
28,660.259,2621.333
28,660.259,2621.333
28,670.113,2621.333
29,552.317,3012.628
29,532.232,3012.628
29,572.4,3012.628
29,572.4,3012.628
29,502.107,3012.628
29,461.938,3012.628
29,522.191,3012.628
29,582.443,3012.628
29,482.024,3012.628
29,475.493,3012.628
29,532.234,3012.628
29,522.192,3012.628
29,471.983,3012.628
29,461.94,3012.628
29,482.024,3012.628
29,230.966,3012.628
29,168.105,3012.628
29,110.462,3012.628
29,30.126,3012.628
29,602.523,3012.628
29,542.27,3012.628
29,492.06,3012.628
29,341.429,3012.628
29,572.398,3012.628
29,602.524,3012.628
29,612.565,3012.628
29,612.565,3012.628
29,582.442,3012.628
29,632.652,3012.628
29,612.567,3012.628
29,622.609,3012.628
30,279.211,5734.064
30,1035.596,5734.064
30,1068.646,5734.064
30,1090.68,5734.064
30,1085.65,5734.064
30,740.319,5734.064
30,903.393,5734.064
30,990.013,5734.064
30,1002.545,5734.064
30,528.816,5734.064
30,517.799,5734.064
30,517.799,5734.064
30,605.935,5734.064
30,319.493,5734.064
30,308.476,5734.064
30,457.018,5734.064
30,506.269,5734.064
30,452.529,5734.064
30,507.176,5734.064
30,627.772,5734.064
30,697.254,5734.064
30,656.594,5734.064
30,529.948,5734.064
30,516.029,5734.064
30,1104.884,5734.064
30,1028.556,5734.064
30,910.778,5734.064
30,815.033,5734.064
30,1134.747,5734.064
30,1189.003,5734.064
30,1167.797,5734.064
30,1123.729,5734.064
30,637.893,5734.064
30,597.391,5734.064
30,546.764,5734.064
30,475.887,5734.064
30,689.946,5734.064
30,698.646,5734.064
30,688.52,5734.064
30,658.144,5734.064
30,645.824,5734.064
30,678.397,5734.064
30,719.643,5734.064
30,708.772,5734.064
30,769.527,5734.064
30,749.276,5734.064
30,708.774,5734.064
30,678.397,5734.064
30,121.502,5734.064
30,81.002,5734.064
30,60.751,5734.064
30,182.254,5734.064
30,192.379,5734.064
30,232.88,5734.064
30,283.506,5734.064
30,415.135,5734.064
30,415.135,5734.064
30,405.01,5734.064
31,1014.418,3430.202
31,951.671,3430.202
31,972.586,3430.202
31,962.129,3430.202
31,972.586,3430.202
31,972.586,3430.202
31,1003.96,3430.202
31,1013.348,3430.202
31,878.464,3430.202
31,899.38,3430.202
31,941.212,3430.202
31,972.586,3430.202
31,658.848,3430.202
31,710.226,3430.202
31,780.643,3430.202
31,575.187,3430.202
31,554.272,3430.202
31,407.861,3430.202
31,512.44,3430.202
31,303.281,3430.202
31,428.776,3430.202
31,240.533,3430.202
31,857.552,3430.202
31,91.484,3430.202
31,845.478,3430.202
31,805.262,3430.202
31,663.724,3430.202
31,951.672,3430.202
31,924.529,3430.202
31,878.467,3430.202
31,868.009,3430.202
31,941.213,3430.202
31,945.776,3430.202
31,951.671,3430.202
31,974.513,3430.202
33,878.884,5826.612
33,2863.424,5826.612
33,2855.997,5826.612
33,2615.128,5826.612
33,2540.639,5826.612
33,2833.05,5826.612
33,2877.595,5826.612
33,2877.869,5826.612
33,2877.598,5826.612
33,2397.451,5826.612
33,2696.842,5826.612
33,2764.945,5826.612
33,2792.187,5826.612
33,1600.392,5826.612
33,2196.941,5826.612
33,2282.223,5826.612
33,1599.323,5826.612
33,1620.84,5826.612
33,1663.722,5826.612
33,1695.921,5826.612
33,2069.608,5826.612
33,1961.491,5826.612
33,1879.629,5826.612
33,1601.821,5826.612
33,2034.959,5826.612
33,2083.781,5826.612
33,2179.276,5826.612
33,2176.247,5826.612
33,2431.848,5826.612
33,2165.653,5826.612
33,2070.681,5826.612
33,2043.07,5826.612
33,1247.443,5826.612
33,1225.853,5826.612
33,1225.853,5826.612
33,1156.953,5826.612
33,1375.676,5826.612
33,1329.562,5826.612
33,1297.364,5826.612
33,1275.793,5826.612
33,1577.849,5826.612
33,1528.679,5826.612
33,1484.64,5826.612
33,1449.552,5826.612
33,1661.703,5826.612
33,1661.704,5826.612
33,1656.399,5826.612
33,1613.752,5826.612
33,590.06,5826.612
33,510.321,5826.612
33,395.499,5826.612
33,217.931,5826.612
33,848.101,5826.612
33,817.238,5826.612
33,793.831,5826.612
33,679.516,5826.612
33,1094.739,5826.612
33,1035.167,5826.612
33,929.448,5826.612
34,1552.762,3549.185
34,1499.948,3549.185
34,1489.385,3549.185
34,1447.134,3549.185
34,1690.077,3549.185
34,1626.7,3549.185
34,1647.827,3549.185
34,1595.013,3549.185
34,1264.647,3549.185
34,1418.879,3549.185
34,1542.194,3549.185
34,1668.95,3549.185
34,1027.663,3549.185
34,179.574,3549.185
34,1170.776,3549.185
34,1214.74,3549.185
34,739.417,3549.185
34,697.165,3549.185
34,527.262,3549.185
34,640.59,3549.185
34,454.215,3549.185
34,580.972,3549.185
34,327.76,3549.185
34,950.677,3549.185
34,200.7,3549.185
34,887.299,3549.185
34,845.047,3549.185
34,797.517,3549.185
34,1109.12,3549.185
34,1045.743,3549.185
34,992.928,3549.185
34,992.929,3549.185
34,1383.757,3549.185
34,1327.459,3549.185
34,1235.876,3549.185
34,1191.338,3549.185
35,474.935,2610.268
35,446.199,2610.268
35,435.045,2610.268
35,423.89,2610.268
35,546.593,2610.268
35,517.582,2610.268
35,513.129,2610.268
35,501.974,2610.268
35,423.887,2610.268
35,457.352,2610.268
35,513.127,2610.268
35,520.544,2610.268
35,269.312,2610.268
35,290.028,2610.268
35,349.868,2610.268
35,316.07,2610.268
35,260.366,2610.268
35,113.318,2610.268
35,22.044,2610.268
35,405.984,2610.268
35,412.736,2610.268
35,390.426,2610.268
35,356.962,2610.268
35,426.863,2610.268
35,435.045,2610.268
35,423.891,2610.268
35,425.423,2610.268
36,308.003,2580.856
36,350.486,2580.856
36,403.03,2580.856
36,382.349,2580.856
36,286.761,2580.856
36,288.283,2580.856
36,286.953,2580.856
36,286.761,2580.856
36,138.07,2580.856
36,169.932,2580.856
36,212.415,2580.856
36,258.085,2580.856
36,159.311,2580.856
36,138.07,2580.856
36,127.449,2580.856
36,350.489,2580.856
36,277.951,2580.856
36,127.508,2580.856
36,426.914,2580.856
36,446.076,2580.856
36,456.697,2580.856
36,424.834,2580.856
36,392.97,2580.856
36,403.591,2580.856
36,382.35,2580.856
36,446.075,2580.856
37,776.971,3009.541
37,757.302,3009.541
37,747.467,3009.541
37,737.632,3009.541
37,786.804,3009.541
37,826.145,3009.541
37,855.651,3009.541
37,826.146,3009.541
37,590.102,3009.541
37,609.772,3009.541
37,688.453,3009.541
37,757.299,3009.541
37,383.565,3009.541
37,481.916,3009.541
37,550.761,3009.541
37,216.374,3009.541
37,118.022,3009.541
37,118.022,3009.541
37,19.67,3009.541
37,304.89,3009.541
37,295.055,3009.541
37,295.055,3009.541
37,255.714,3009.541
37,472.086,3009.541
37,393.405,3009.541
37,344.23,3009.541
37,334.395,3009.541
37,698.292,3009.541
37,649.117,3009.541
37,560.602,3009.541
37,511.426,3009.541
38,1664.961,4287.054
38,1575.233,4287.054
38,1555.295,4287.054
38,1615.115,4287.054
38,1794.564,4287.054
38,1804.535,4287.054
38,1766.541,4287.054
38,1714.809,4287.054
38,1565.255,4287.054
38,1615.105,4287.054
38,1694.864,4287.054
38,1744.714,4287.054
38,1515.403,4287.054
38,1505.434,4287.054
38,1525.375,4287.054
38,1146.542,4287.054
38,1156.512,4287.054
38,1166.483,4287.054
38,1177.751,4287.054
38,1306.057,4287.054
38,1236.269,4287.054
38,1176.45,4287.054
38,1156.511,4287.054
38,1485.512,4287.054
38,1455.603,4287.054
38,1395.784,4287.054
38,1355.906,4287.054
38,1595.176,4287.054
38,1575.237,4287.054
38,1525.389,4287.054
38,1515.42,4287.054
38,558.32,4287.054
38,518.44,4287.054
38,488.53,4287.054
38,388.831,4287.054
38,867.388,4287.054
38,775.56,4287.054
38,667.989,4287.054
38,608.17,4287.054
38,1086.725,4287.054
38,1006.966,4287.054
38,947.146,4287.054
38,897.297,4287.054
32,309.365,5396.653
32,2753.609,5396.653
32,2774.141,5396.653
32,1778.061,5396.653
32,568.41,5396.653
32,2446.761,5396.653
32,2593.025,5396.653
32,2704.042,5396.653
32,2743.511,5396.653
32,2314.473,5396.653
32,2325.931,5396.653
32,2325.932,5396.653
32,2337.391,5396.653
32,299.347,5396.653
32,2033.121,5396.653
32,2179.829,5396.653
32,1546.818,5396.653
32,2486.155,5396.653
32,2726.93,5396.653
32,1778.061,5396.653
32,1920.6,5396.653
32,2778.654,5396.653
32,2620.376,5396.653
32,2711.115,5396.653
32,2694.533,5396.653
32,2578.467,5396.653
32,2795.707,5396.653
32,2749.887,5396.653
32,2776.167,5396.653
32,710.393,5396.653
32,2600.929,5396.653
32,705.666,5396.653
32,2543.64,5396.653
32,805.966,5396.653
32,1180.166,5396.653
32,2784.25,5396.653
32,2704.047,5396.653
32,1099.961,5396.653
32,1500.987,5396.653
32,1018.451,5396.653
32,849.312,5396.653
32,1248.913,5396.653
32,2096.918,5396.653
32,1157.251,5396.653
32,1134.335,5396.653
32,1959.282,5396.653
32,2749.89,5396.653
32,1443.698,5396.653
32,1374.951,5396.653
32,744.767,5396.653
32,710.393,5396.653
32,1797.957,5396.653
32,1604.108,5396.653
32,568.41,5396.653
32,805.966,5396.653
32,309.365,5396.653
32,245.744,5396.653
32,245.744,5396.653
32,744.767,5396.653
32,705.666,5396.653
32,131.882,5396.653
32,2670.697,5396.653
32,1132.905,5396.653
32,299.347,5396.653
